               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.025262,            0.015106,          0.00081921,             0.71669,             0.83333,              0.8025,             0.45105,            0.043136,           0.0068888,          0.00019869,           0.0045184,           0.0045184,           0.0045184
                  59,            0.025366,            0.013579,           0.0007802,             0.79896,             0.83333,             0.77724,             0.40831,             0.04915,           0.0067092,          0.00018416,           0.0043809,           0.0043809,           0.0043809
                  60,            0.025296,            0.015775,          0.00065604,             0.80608,             0.83299,             0.78434,              0.4552,            0.044399,           0.0065369,          0.00017109,           0.0042445,           0.0042445,           0.0042445
                  61,            0.023498,            0.012618,          0.00063176,             0.72195,             0.83333,             0.67451,             0.44454,            0.046313,           0.0065896,          0.00016142,           0.0041094,           0.0041094,           0.0041094
                  62,            0.027349,            0.013202,          0.00089546,             0.81204,             0.83329,             0.72801,             0.48246,             0.05009,           0.0065024,          0.00016578,           0.0039757,           0.0039757,           0.0039757
                  63,            0.025098,            0.012398,          0.00058008,             0.81083,             0.83218,             0.78325,             0.43148,            0.049128,           0.0068002,          0.00017407,           0.0038434,           0.0038434,           0.0038434
                  64,            0.023617,            0.012996,           0.0008577,             0.81661,             0.83333,             0.78738,             0.46499,            0.047367,           0.0067233,          0.00018015,           0.0037128,           0.0037128,           0.0037128
                  65,            0.025096,             0.01358,          0.00077848,             0.73035,             0.83333,                0.77,             0.47339,             0.04229,           0.0071637,          0.00016691,            0.003584,            0.003584,            0.003584
                  66,            0.023949,            0.013801,            0.000526,             0.81577,             0.83319,             0.77731,             0.48907,            0.046187,           0.0068317,          0.00016289,            0.003457,            0.003457,            0.003457
                  67,            0.023199,            0.012777,          0.00080898,             0.73294,             0.83333,             0.66606,              0.4286,            0.041928,           0.0068602,          0.00015441,           0.0033321,           0.0033321,           0.0033321
                  68,            0.024071,            0.013206,          0.00081391,             0.73363,             0.83333,             0.66646,             0.42461,             0.04732,           0.0069106,          0.00015126,           0.0032093,           0.0032093,           0.0032093
                  69,            0.026232,            0.016045,          0.00046139,             0.73753,             0.83333,             0.66665,             0.39954,            0.051628,            0.006827,          0.00014818,           0.0030888,           0.0030888,           0.0030888
                  70,            0.023836,            0.013518,          0.00053161,             0.81624,             0.83333,             0.79097,             0.49646,             0.04458,           0.0066431,           0.0001514,           0.0029706,           0.0029706,           0.0029706
                  71,             0.02267,            0.012327,          0.00048303,              0.8123,             0.83317,              0.7915,              0.4555,            0.047755,           0.0064516,          0.00014374,            0.002855,            0.002855,            0.002855
                  72,            0.024354,             0.01462,          0.00038807,             0.81349,             0.83333,             0.78914,             0.47575,            0.045843,           0.0061546,          0.00013686,           0.0027419,           0.0027419,           0.0027419
                  73,            0.022933,            0.013177,          0.00032394,             0.81135,             0.83333,             0.79268,             0.43769,            0.047729,           0.0063014,          0.00012858,           0.0026316,           0.0026316,           0.0026316
                  74,             0.02231,            0.013916,          0.00030381,             0.81172,             0.83333,             0.74069,             0.48909,            0.042035,           0.0062126,          0.00012833,           0.0025241,           0.0025241,           0.0025241
                  75,            0.023017,            0.014167,          0.00076722,             0.98099,             0.99931,               0.995,             0.52329,            0.040245,           0.0066891,          0.00012039,           0.0024195,           0.0024195,           0.0024195
                  76,            0.023255,            0.015195,          0.00040271,             0.98381,                   1,               0.995,             0.45911,            0.043849,           0.0070954,          0.00012149,            0.002318,            0.002318,            0.002318
                  77,             0.02241,             0.01291,          0.00078547,             0.81846,             0.83333,             0.72267,             0.41773,             0.04851,           0.0069785,          0.00012525,           0.0022196,           0.0022196,           0.0022196
                  78,            0.022383,            0.012545,          0.00038605,             0.81287,             0.83333,             0.73331,             0.45779,            0.045996,           0.0064564,          0.00011714,           0.0021245,           0.0021245,           0.0021245
                  79,            0.022888,            0.014211,          0.00037015,             0.81627,             0.83333,             0.72993,             0.44219,            0.049387,           0.0065396,          0.00011267,           0.0020327,           0.0020327,           0.0020327
                  80,            0.021976,            0.013389,           0.0011669,             0.81601,             0.83333,             0.73124,             0.43758,            0.047314,           0.0067271,          0.00010889,           0.0019443,           0.0019443,           0.0019443
                  81,            0.021875,            0.015841,          0.00026481,             0.81403,             0.83333,             0.73979,             0.44614,             0.04564,           0.0067676,          0.00010222,           0.0018594,           0.0018594,           0.0018594
                  82,            0.021378,            0.014598,          0.00026508,             0.81361,             0.83333,             0.74069,             0.41613,            0.050881,           0.0067695,          0.00010474,           0.0017781,           0.0017781,           0.0017781
                  83,            0.022151,             0.01366,          0.00045744,             0.81663,             0.83333,             0.73513,             0.41616,            0.050216,           0.0068392,          0.00010694,           0.0017005,           0.0017005,           0.0017005
                  84,             0.02065,             0.01398,          0.00033752,             0.81978,             0.83333,             0.73685,             0.45481,            0.049048,           0.0067565,          0.00010504,           0.0016267,           0.0016267,           0.0016267
                  85,            0.022301,             0.01642,          0.00042051,             0.82401,             0.83093,             0.72217,             0.41479,            0.051553,           0.0068185,          0.00010296,           0.0015566,           0.0015566,           0.0015566
                  86,            0.023654,            0.014922,          0.00044451,             0.82091,             0.83333,             0.72217,             0.41297,            0.052218,           0.0067436,          0.00010019,           0.0014905,           0.0014905,           0.0014905
                  87,            0.021955,            0.013842,          0.00041417,              0.8176,             0.83333,             0.72993,             0.41671,             0.04919,            0.006748,          9.8985e-05,           0.0014283,           0.0014283,           0.0014283
                  88,            0.021217,            0.013456,          0.00032791,             0.81787,             0.83333,             0.78988,             0.43721,            0.052773,           0.0065223,          0.00010206,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020946,            0.011668,          0.00036242,             0.81459,             0.83333,             0.79563,             0.47056,            0.047307,           0.0063933,          9.8326e-05,            0.001316,            0.001316,            0.001316
                  90,            0.021848,            0.014221,          0.00026311,             0.81454,             0.83291,             0.73255,             0.43301,             0.05041,           0.0066001,          9.7855e-05,            0.001266,            0.001266,            0.001266
                  91,             0.02049,            0.012734,          0.00053637,             0.81438,             0.83333,             0.73685,             0.43502,            0.047886,           0.0066207,          9.4976e-05,           0.0012202,           0.0012202,           0.0012202
                  92,            0.021388,            0.014899,          0.00022295,             0.81714,             0.83333,             0.73624,             0.41516,             0.05012,           0.0066296,          9.2002e-05,           0.0011787,           0.0011787,           0.0011787
                  93,            0.020731,            0.015961,          0.00058807,             0.81872,             0.83333,             0.73567,             0.43044,            0.049198,           0.0067428,          9.1408e-05,           0.0011414,           0.0011414,           0.0011414
                  94,            0.020515,            0.012589,          0.00086621,              0.8166,             0.83333,             0.73821,             0.44152,             0.04695,           0.0066233,          9.1456e-05,           0.0011084,           0.0011084,           0.0011084
                  95,            0.021508,             0.01296,          0.00023502,             0.81712,             0.83333,             0.73897,             0.45814,            0.047048,           0.0062564,          9.3469e-05,           0.0010797,           0.0010797,           0.0010797
                  96,            0.021794,            0.014003,          0.00040699,             0.81901,             0.83333,             0.74069,             0.45717,            0.048555,           0.0062622,           9.179e-05,           0.0010554,           0.0010554,           0.0010554
                  97,            0.021289,            0.013747,          0.00056761,             0.81817,             0.83333,             0.74167,              0.4573,            0.048057,           0.0062608,          9.1765e-05,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019567,            0.013771,          0.00069437,               0.817,             0.83333,             0.74069,             0.48053,             0.04851,           0.0063662,          8.7783e-05,             0.00102,             0.00102,             0.00102
                  99,            0.021746,            0.016062,          0.00020396,             0.81824,             0.83333,             0.74069,             0.46978,            0.047442,           0.0065434,          8.6441e-05,           0.0010089,           0.0010089,           0.0010089
