               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.050035,            0.019672,           0.0029542,             0.61791,                   1,             0.74625,             0.41985,            0.047306,           0.0084977,           0.0014842,           0.0096299,           0.0096299,           0.0096299
                  15,            0.043181,            0.020881,           0.0027334,             0.60712,             0.83268,             0.62133,             0.32227,            0.053283,            0.008592,            0.001211,           0.0095717,           0.0095717,           0.0095717
                  16,            0.043268,            0.018573,           0.0022727,             0.91173,             0.83333,             0.93708,              0.3915,            0.047141,           0.0076651,           0.0011246,           0.0095095,           0.0095095,           0.0095095
                  17,            0.043088,            0.020903,           0.0030108,             0.62061,             0.66649,              0.5706,             0.36467,            0.055646,           0.0076176,           0.0012901,           0.0094434,           0.0094434,           0.0094434
                  18,            0.037527,            0.017899,           0.0025363,             0.98789,             0.66667,             0.74034,              0.4122,            0.051259,           0.0076171,           0.0012238,           0.0093733,           0.0093733,           0.0093733
                  19,            0.038541,            0.017758,           0.0024685,             0.74483,             0.83333,              0.6688,             0.39475,            0.052504,           0.0074633,           0.0012058,           0.0092995,           0.0092995,           0.0092995
                  20,            0.038598,            0.017925,           0.0020871,             0.65327,                   1,             0.71071,             0.32301,            0.054655,           0.0070467,          0.00082065,           0.0092219,           0.0092219,           0.0092219
                  21,            0.035982,            0.018156,           0.0024933,             0.96855,             0.83333,               0.929,             0.46941,            0.051544,           0.0068517,          0.00081183,           0.0091406,           0.0091406,           0.0091406
                  22,            0.034152,            0.016269,            0.002603,             0.96583,             0.66667,             0.70167,             0.46246,            0.039364,           0.0068281,           0.0009393,           0.0090557,           0.0090557,           0.0090557
                  23,            0.035763,            0.017531,           0.0014092,             0.64524,             0.83333,             0.63571,             0.42598,            0.050287,           0.0071592,          0.00082735,           0.0089673,           0.0089673,           0.0089673
                  24,            0.035796,            0.016964,           0.0016851,             0.58115,             0.66667,             0.57683,             0.33713,            0.053486,           0.0073259,          0.00066471,           0.0088755,           0.0088755,           0.0088755
                  25,            0.036005,            0.016559,           0.0017561,             0.79433,             0.83221,             0.75217,             0.43903,            0.043439,           0.0068247,          0.00065414,           0.0087804,           0.0087804,           0.0087804
                  26,            0.033065,            0.016024,           0.0015478,             0.72836,              0.6663,              0.6574,             0.40076,            0.046343,           0.0070569,          0.00069564,            0.008682,            0.008682,            0.008682
                  27,            0.032249,            0.016252,           0.0019624,             0.69604,             0.83333,             0.77662,             0.49578,            0.041338,           0.0066963,          0.00062217,           0.0085805,           0.0085805,           0.0085805
                  28,            0.033497,            0.019054,           0.0014772,             0.82118,             0.83311,             0.72715,             0.39986,            0.054792,           0.0062096,          0.00068558,           0.0084759,           0.0084759,           0.0084759
                  29,            0.032701,             0.01393,           0.0016301,             0.84032,             0.99982,              0.9125,             0.53554,            0.053605,           0.0058629,          0.00066877,           0.0083684,           0.0083684,           0.0083684
                  30,            0.032672,            0.014878,           0.0014202,             0.71827,             0.83333,             0.68025,             0.44753,            0.049372,           0.0065685,          0.00050569,           0.0082581,           0.0082581,           0.0082581
                  31,            0.033395,            0.018584,           0.0019218,             0.64081,             0.66667,             0.56285,             0.38021,            0.054689,           0.0073869,          0.00053486,            0.008145,            0.008145,            0.008145
                  32,            0.031669,            0.016098,           0.0016568,             0.97819,             0.83333,             0.84125,             0.45798,            0.047649,           0.0069599,          0.00059043,           0.0080294,           0.0080294,           0.0080294
                  33,            0.029141,            0.014907,           0.0014612,             0.73648,             0.66667,             0.63949,             0.38373,            0.048047,           0.0064376,          0.00044432,           0.0079112,           0.0079112,           0.0079112
                  34,            0.032278,             0.01642,           0.0019963,             0.80728,             0.83333,             0.78988,             0.42845,            0.048885,           0.0061502,          0.00045792,           0.0077907,           0.0077907,           0.0077907
                  35,            0.033193,            0.017415,           0.0016275,             0.80769,             0.83281,             0.84571,             0.47509,            0.048193,           0.0072123,          0.00058987,           0.0076679,           0.0076679,           0.0076679
                  36,            0.030851,             0.01676,           0.0014485,              0.9928,             0.66667,             0.74115,              0.4273,            0.051652,           0.0075688,           0.0005639,            0.007543,            0.007543,            0.007543
                  37,            0.029937,             0.01644,           0.0017353,             0.64418,             0.66667,             0.57167,             0.40082,            0.046257,           0.0070995,          0.00044584,            0.007416,            0.007416,            0.007416
                  38,            0.031629,             0.01775,           0.0011102,             0.51426,             0.66667,             0.53686,             0.39166,            0.051062,           0.0071606,          0.00044635,           0.0072872,           0.0072872,           0.0072872
                  39,            0.029574,            0.015528,          0.00083177,              0.8159,             0.83314,             0.74522,             0.40742,            0.048061,           0.0068563,          0.00044323,           0.0071566,           0.0071566,           0.0071566
                  40,            0.029565,            0.017245,           0.0012498,             0.81039,             0.83333,              0.8025,              0.4181,            0.054762,           0.0069407,          0.00042915,           0.0070243,           0.0070243,           0.0070243
                  41,            0.028326,            0.012525,           0.0015325,             0.73042,             0.83333,             0.69911,             0.39767,            0.052483,           0.0067807,          0.00039292,           0.0068906,           0.0068906,           0.0068906
                  42,            0.030687,            0.014425,          0.00091467,             0.72909,             0.83333,             0.75401,             0.42315,             0.05049,           0.0067122,          0.00037249,           0.0067555,           0.0067555,           0.0067555
                  43,            0.026476,            0.014773,           0.0019414,             0.81194,             0.83333,             0.78104,             0.46607,            0.041165,           0.0063386,          0.00035407,           0.0066191,           0.0066191,           0.0066191
                  44,            0.029496,             0.01748,           0.0011142,             0.82474,             0.83333,             0.78988,             0.41455,            0.042131,            0.006694,          0.00036098,           0.0064816,           0.0064816,           0.0064816
                  45,            0.029098,             0.01612,           0.0012357,             0.98803,              0.8327,             0.83244,             0.43422,            0.054179,           0.0068216,          0.00037419,           0.0063432,           0.0063432,           0.0063432
                  46,            0.028248,             0.01575,           0.0010448,              0.8193,             0.83333,             0.77698,             0.39966,            0.055151,           0.0064532,          0.00025675,            0.006204,            0.006204,            0.006204
                  47,            0.027332,            0.013597,           0.0010999,             0.81642,             0.83333,              0.7297,              0.4429,             0.04385,           0.0064486,          0.00024408,            0.006064,            0.006064,            0.006064
                  48,            0.027072,            0.015763,           0.0010714,              0.8148,             0.83333,             0.81036,             0.44003,            0.050246,           0.0061015,          0.00028702,           0.0059235,           0.0059235,           0.0059235
                  49,            0.027462,            0.016836,            0.001228,             0.73328,             0.83333,             0.66532,              0.4424,            0.053536,            0.006262,          0.00032549,           0.0057826,           0.0057826,           0.0057826
                  50,            0.027388,             0.01292,           0.0009979,             0.80414,             0.83333,              0.7849,              0.4728,            0.046445,           0.0059941,          0.00031199,           0.0056413,           0.0056413,           0.0056413
                  51,            0.027535,            0.015604,          0.00087886,             0.82157,             0.83333,               0.721,             0.41416,             0.05586,           0.0065713,          0.00030527,              0.0055,              0.0055,              0.0055
                  52,            0.027383,            0.014768,            0.001068,             0.81528,             0.83172,              0.8245,             0.45681,            0.051927,           0.0061383,          0.00028768,           0.0053587,           0.0053587,           0.0053587
                  53,            0.028205,            0.016339,          0.00078588,             0.81882,             0.83333,             0.73255,             0.44962,            0.053339,           0.0061999,          0.00027293,           0.0052174,           0.0052174,           0.0052174
                  54,            0.027954,            0.018008,           0.0011425,             0.65586,             0.66667,             0.59695,             0.41128,            0.054757,           0.0063993,          0.00029057,           0.0050765,           0.0050765,           0.0050765
                  55,            0.026846,            0.017819,           0.0010422,             0.81764,             0.83333,             0.73042,             0.43192,             0.05268,           0.0064777,          0.00028579,            0.004936,            0.004936,            0.004936
                  56,            0.027404,            0.018339,          0.00060673,             0.72273,                   1,               0.874,             0.53798,            0.050187,            0.005845,          0.00027332,            0.004796,            0.004796,            0.004796
                  57,            0.026438,            0.016096,           0.0010982,             0.67168,             0.99954,                0.83,             0.49219,            0.055157,           0.0065814,          0.00025313,           0.0046568,           0.0046568,           0.0046568
                  58,            0.024122,            0.014771,          0.00072814,             0.98383,             0.83333,             0.83324,             0.50609,            0.053249,           0.0064932,          0.00022736,           0.0045184,           0.0045184,           0.0045184
                  59,            0.024613,            0.013456,          0.00073778,             0.72737,             0.83333,               0.797,             0.40347,            0.056853,           0.0063545,          0.00019211,           0.0043809,           0.0043809,           0.0043809
                  60,            0.025426,            0.015694,          0.00069222,             0.71962,             0.83333,              0.6775,             0.42088,            0.050248,           0.0063176,          0.00016485,           0.0042445,           0.0042445,           0.0042445
                  61,            0.022821,            0.012684,          0.00040525,             0.80848,             0.83333,             0.80412,             0.44966,            0.049173,           0.0063433,          0.00015447,           0.0041094,           0.0041094,           0.0041094
                  62,            0.026605,            0.012791,           0.0010398,              0.8136,             0.83333,             0.73186,             0.46293,            0.048539,            0.006243,          0.00017203,           0.0039757,           0.0039757,           0.0039757
                  63,            0.024643,            0.012275,          0.00055278,             0.98281,             0.83333,             0.90071,             0.46334,             0.05187,           0.0063074,          0.00021925,           0.0038434,           0.0038434,           0.0038434
                  64,            0.023191,            0.012882,          0.00056459,             0.98862,             0.83333,             0.86808,             0.45174,            0.052273,           0.0068935,          0.00019967,           0.0037128,           0.0037128,           0.0037128
                  65,            0.024815,            0.013244,          0.00071381,             0.98533,             0.83333,             0.87125,             0.47401,            0.052385,           0.0072504,          0.00018623,            0.003584,            0.003584,            0.003584
                  66,            0.023699,             0.01364,          0.00059342,             0.82251,             0.83333,             0.83688,             0.47739,            0.050496,           0.0072964,          0.00020633,            0.003457,            0.003457,            0.003457
                  67,            0.023339,            0.012943,          0.00065085,             0.71808,             0.99998,               0.874,             0.50801,             0.04671,           0.0068794,          0.00019017,           0.0033321,           0.0033321,           0.0033321
                  68,            0.024394,              0.0133,          0.00040953,             0.73681,             0.83333,             0.66693,             0.42055,            0.050965,           0.0070159,          0.00018792,           0.0032093,           0.0032093,           0.0032093
                  69,            0.025641,            0.015844,          0.00041679,             0.73964,             0.83333,             0.66656,               0.396,            0.055885,           0.0069231,          0.00020149,           0.0030888,           0.0030888,           0.0030888
                  70,            0.023384,            0.013685,          0.00090724,             0.73882,             0.83333,             0.66687,             0.45359,            0.050205,           0.0068771,          0.00019263,           0.0029706,           0.0029706,           0.0029706
                  71,            0.022752,             0.01256,          0.00062446,             0.81696,             0.83333,             0.77843,             0.42098,            0.054178,           0.0064322,          0.00016307,            0.002855,            0.002855,            0.002855
                  72,            0.024939,            0.014728,          0.00052545,             0.73212,             0.83333,              0.8025,             0.45663,             0.05156,           0.0065125,          0.00016722,           0.0027419,           0.0027419,           0.0027419
                  73,            0.023084,            0.013394,          0.00065887,             0.73514,             0.83333,             0.66705,              0.4046,             0.05227,           0.0063657,           0.0001797,           0.0026316,           0.0026316,           0.0026316
                  74,            0.022414,            0.014076,          0.00054001,             0.73326,             0.83333,             0.66726,             0.42084,            0.049895,           0.0064412,          0.00017816,           0.0025241,           0.0025241,           0.0025241
                  75,            0.023199,            0.014131,          0.00095794,             0.73746,             0.83333,             0.66749,              0.4155,             0.05111,           0.0066712,          0.00018653,           0.0024195,           0.0024195,           0.0024195
                  76,            0.023287,            0.015309,          0.00074286,             0.73795,             0.83333,             0.81821,             0.43678,            0.049997,           0.0068686,          0.00018296,            0.002318,            0.002318,            0.002318
                  77,             0.02259,            0.012671,           0.0012997,             0.81536,             0.83333,              0.8245,             0.43338,            0.054144,           0.0065457,          0.00017971,           0.0022196,           0.0022196,           0.0022196
                  78,             0.02255,            0.012469,          0.00043728,             0.79995,             0.83333,             0.77866,             0.47227,            0.050909,           0.0065789,          0.00015811,           0.0021245,           0.0021245,           0.0021245
                  79,            0.023006,            0.014088,          0.00031142,              0.7379,             0.83333,             0.75193,             0.44564,            0.049841,           0.0066612,          0.00015903,           0.0020327,           0.0020327,           0.0020327
                  80,            0.022135,            0.013113,           0.0013928,             0.98827,             0.83274,               0.875,              0.4529,            0.052474,           0.0065357,          0.00015479,           0.0019443,           0.0019443,           0.0019443
                  81,             0.02211,             0.01587,          0.00045524,             0.81563,             0.83333,              0.8245,             0.46262,            0.051009,            0.006589,          0.00016396,           0.0018594,           0.0018594,           0.0018594
                  82,            0.021636,            0.014683,          0.00053535,             0.73442,             0.83333,             0.75218,             0.44311,            0.052954,           0.0066546,          0.00017542,           0.0017781,           0.0017781,           0.0017781
                  83,            0.022593,            0.013806,          0.00051201,             0.73547,             0.83333,             0.75218,             0.43258,            0.052812,           0.0066151,          0.00016602,           0.0017005,           0.0017005,           0.0017005
                  84,            0.020776,            0.013907,          0.00059243,              0.8187,             0.83313,              0.7801,             0.46739,            0.052239,           0.0065153,          0.00015767,           0.0016267,           0.0016267,           0.0016267
                  85,            0.022328,            0.016482,          0.00038667,             0.73632,             0.83333,             0.75293,             0.45924,            0.051299,           0.0065864,          0.00014747,           0.0015566,           0.0015566,           0.0015566
                  86,            0.023521,            0.015058,          0.00045994,             0.73534,             0.83333,              0.8025,             0.45282,            0.053413,           0.0067543,          0.00014751,           0.0014905,           0.0014905,           0.0014905
                  87,            0.021753,             0.01363,          0.00049973,             0.81237,             0.83333,              0.8245,             0.46783,            0.051551,           0.0069114,          0.00015097,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020955,            0.013485,          0.00037739,             0.98648,             0.83333,             0.86808,             0.42597,            0.056046,           0.0067487,          0.00015508,           0.0013701,           0.0013701,           0.0013701
                  89,            0.021595,            0.011893,          0.00055745,             0.98609,             0.83277,             0.89187,             0.51798,            0.051945,           0.0066645,          0.00014339,            0.001316,            0.001316,            0.001316
                  90,            0.021451,            0.014259,          0.00026804,             0.81381,             0.83333,             0.83688,             0.44673,            0.053827,           0.0067154,          0.00013571,            0.001266,            0.001266,            0.001266
                  91,            0.020179,            0.012663,          0.00058769,             0.73482,             0.83333,              0.7925,             0.43093,            0.053483,           0.0069802,          0.00012162,           0.0012202,           0.0012202,           0.0012202
                  92,            0.020825,            0.014852,          0.00035105,             0.73439,             0.83323,             0.75124,             0.43449,            0.051944,           0.0070083,          0.00011872,           0.0011787,           0.0011787,           0.0011787
                  93,            0.020871,            0.016034,          0.00032139,             0.73387,             0.83333,             0.75101,             0.43472,            0.051574,           0.0069364,          0.00011832,           0.0011414,           0.0011414,           0.0011414
                  94,            0.020561,            0.012939,          0.00037345,             0.73373,             0.83333,             0.75133,             0.45202,            0.049002,           0.0068838,          0.00011292,           0.0011084,           0.0011084,           0.0011084
                  95,            0.021667,            0.012758,          0.00033085,             0.73566,             0.83333,              0.7516,             0.47371,            0.047908,           0.0067834,          0.00011246,           0.0010797,           0.0010797,           0.0010797
                  96,            0.021922,            0.014029,          0.00059151,             0.73917,             0.83333,               0.797,             0.45571,            0.051335,           0.0068378,          0.00011183,           0.0010554,           0.0010554,           0.0010554
                  97,             0.02167,            0.013542,          0.00034705,             0.73655,             0.83333,              0.7925,             0.44182,            0.050865,            0.006806,          0.00011152,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019306,            0.013597,          0.00037717,             0.73381,             0.83324,              0.7925,             0.47716,            0.050823,           0.0069049,          0.00010653,             0.00102,             0.00102,             0.00102
                  99,            0.021283,            0.015992,            0.000315,             0.73553,             0.83333,              0.8025,             0.44513,             0.05165,           0.0071052,          0.00010828,           0.0010089,           0.0010089,           0.0010089
